"","id","country","c3","c2","year","gini_reported","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp_ppp_pc_usd2011","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","region_label"
"10694",10694,"United Kingdom","GBR","GB",1986,34,1.33,5.95,18.37,6.8,11.57,17.13,24.05,40.45,2.66,4.14,5.11,6.46,7.84,9.28,10.96,13.09,16.07,24.39,0.93,14.55,3,301,2,207,1,1,1,101,1,101,2,201,3,0,1,1,7313,6239,"British pound",1,NA,NA,NA,NA,56522504,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10695",10695,"United Kingdom","GBR","GB",1986,33.9,1.35,5.53,19.61,7.54,12.07,16.3,22.39,41.7,2.99,4.55,5.55,6.52,7.55,8.75,10.2,12.19,15.32,26.38,1.19,16.35,4,401,1,101,1,1,1,101,1,101,2,201,3,0,1,1,3289,2677,"British pound",1,NA,NA,NA,NA,56522504,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10696",10696,"United Kingdom","GBR","GB",1986,32.4,1.24,5.23,20.2,7.7,12.5,16.76,22.75,40.29,3.08,4.62,5.73,6.76,7.79,8.97,10.41,12.34,15.34,24.95,1.24,15.04,4,401,2,207,1,1,1,101,1,101,2,201,3,0,1,1,5530,4601,"British pound",1,NA,NA,NA,NA,56522504,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10697",10697,"United Kingdom","GBR","GB",1986,34,1.3,7.22,18.1,5.5,12.6,18,24.2,39.7,1.6,3.9,5.7,6.9,8.3,9.7,11.1,13.1,16.1,23.6,NA,NA,5,502,1,101,1,1,1,101,2,204,2,201,3,0,1,1,NA,NA,"",NA,0.682197333333333,NA,NA,NA,56574280,"",1,8,8,"Atkinson, Rainwater and Smeeding 1995b","","Family Expenditure Survey (FES)","","Europe"
"10698",10698,"United Kingdom","GBR","GB",1986,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,17717.9,15469.88,"British pound 2018",1,NA,NA,NA,NA,56522504,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10699",10699,"United Kingdom","GBR","GB",1986,28.5,1.03,4.15,22.34,9.02,13.32,17.51,22.72,37.43,3.73,5.29,6.19,7.13,8.2,9.31,10.56,12.16,14.44,22.99,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,265,231.8,"British pound 2002",3,0.682197333333333,NA,NA,NA,56574280,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10700",10700,"United Kingdom","GBR","GB",1986,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,102,2,201,1,1,1,101,1,101,2,201,3,0,1,1,NA,NA,"",NA,0.682197333333333,NA,NA,NA,56574280,"",1,11,8,"Smeeding and Gottschalk 1995","","Family Expenditure Survey (FES)","","Europe"
"10701",10701,"United Kingdom","GBR","GB",1986,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,505,2,201,1,1,1,101,1,101,2,201,3,0,1,1,NA,NA,"",NA,0.682197333333333,NA,NA,NA,56574280,"",1,9,8,"Smeeding and Gottschalk 1995","","Family Expenditure Survey (FES)","","Europe"
"10702",10702,"United Kingdom","GBR","GB",1987,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,18990.01,16251.93,"British pound 2018",1,NA,NA,NA,NA,56658260,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10703",10703,"United Kingdom","GBR","GB",1987,30.1,1.11,4.49,21.48,8.61,12.87,17.14,22.67,38.7,3.61,5,5.91,6.96,7.99,9.14,10.47,12.2,14.85,23.85,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,283.4,242.4,"British pound 2002",3,0.6119265,NA,NA,NA,56709208,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10704",10704,"United Kingdom","GBR","GB",1988,32.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,20559.6,17592.25,"British pound 2018",1,NA,NA,NA,NA,56812752,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10705",10705,"United Kingdom","GBR","GB",1988,31.8,1.22,4.99,20.53,8,12.53,17.04,22.54,39.88,3.26,4.74,5.69,6.84,7.93,9.12,10.42,12.12,14.89,24.99,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,305,259.4,"British pound 2002",3,0.562170166666667,NA,NA,NA,56862893,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10706",10706,"United Kingdom","GBR","GB",1988,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,502,3,301,4,1,1,101,3,335,2,201,3,0,1,1,212.8,NA,"British pound",3,0.562170166666667,NA,NA,NA,56862893,"",1,5,8,"Johnson and Webb 1993","","Family Expenditure Survey (FES)","","Europe"
"10707",10707,"United Kingdom","GBR","GB",1989,32.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,20874.3,17844.01,"British pound 2018",1,NA,NA,NA,NA,56974288,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10708",10708,"United Kingdom","GBR","GB",1989,32.2,1.24,5.12,20.22,7.81,12.41,17.06,22.78,39.95,3.16,4.65,5.64,6.77,7.93,9.12,10.51,12.27,14.83,25.12,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,308.4,262.4,"British pound 2002",3,0.61117275,NA,NA,NA,57023746,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10709",10709,"United Kingdom","GBR","GB",1990,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,9628,7902,"Local currency units, at current prices",1,1.77564017007081,NA,NA,26705,57183331,"New 2018",1,11,6,"OECD 2018","OECD StatExtract. Income definition until 2011","","","Europe"
"10710",10710,"United Kingdom","GBR","GB",1990,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,505,2,207,1,1,1,101,1,101,2,201,3,0,1,1,NA,NA,"Local currency units, at current prices",1,1.77564017007081,NA,NA,26705,57183331,"New 2018",1,9,6,"OECD 2018","OECD StatExtract. Income definition until 2011","","","Europe"
"10711",10711,"United Kingdom","GBR","GB",1990,33.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,21623.04,18166.86,"British pound 2018",1,NA,NA,NA,26728,57134380,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10712",10712,"United Kingdom","GBR","GB",1990,33.6,1.33,5.53,19.5,7.41,12.09,16.75,22.79,40.96,2.93,4.49,5.46,6.63,7.74,9.01,10.5,12.3,14.97,25.98,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,319.4,265.4,"British pound",3,0.563177166666667,NA,NA,26705,57183331,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10713",10713,"United Kingdom","GBR","GB",1991,36.1,1.49,6.46,18.2,6.65,11.55,16.05,22.78,42.97,2.5,4.16,5.24,6.31,7.36,8.69,10.32,12.46,15.76,27.2,0.93,17.11,1,101,1,101,1,1,1,101,1,101,2,201,3,0,1,1,5620,4493,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10714",10714,"United Kingdom","GBR","GB",1991,34,1.34,5.81,18.86,7.03,11.83,16.92,23.36,40.87,2.79,4.24,5.31,6.52,7.79,9.13,10.67,12.69,15.57,25.29,1.06,15.76,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,9095,7675,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10715",10715,"United Kingdom","GBR","GB",1991,38.9,1.73,7.57,16.58,5.95,10.63,15.52,22.81,45.09,2.21,3.74,4.77,5.86,7.02,8.5,10.21,12.6,16.41,28.68,0.86,17.98,3,301,1,101,1,1,1,101,1,101,2,201,3,0,1,1,7312,5631,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10716",10716,"United Kingdom","GBR","GB",1991,37.1,1.59,7.08,16.86,6.05,10.81,16.57,23.71,42.86,2.45,3.6,4.73,6.08,7.53,9.04,10.74,12.97,16.13,26.73,0.99,16.63,3,301,2,207,1,1,1,101,1,101,2,201,3,0,1,1,11869,9821,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10717",10717,"United Kingdom","GBR","GB",1991,37.6,1.63,6.72,17.8,6.64,11.16,15.58,22.03,44.59,2.57,4.06,5.07,6.08,7.17,8.41,9.94,12.09,15.56,29.03,1,18.69,4,401,1,101,1,1,1,101,1,101,2,201,3,0,1,1,5440,4225,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10718",10718,"United Kingdom","GBR","GB",1991,36.1,1.5,6.34,18.26,6.77,11.49,16.13,22.65,42.95,2.58,4.19,5.25,6.24,7.39,8.75,10.31,12.35,15.47,27.48,0.95,17.41,4,401,2,207,1,1,1,101,1,101,2,201,3,0,1,1,8913,7157,"British pound",1,NA,NA,NA,26365,57290792,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10719",10719,"United Kingdom","GBR","GB",1991,34.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,21855.86,18109.59,"British pound 2018",1,NA,NA,NA,26365,57290792,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10720",10720,"United Kingdom","GBR","GB",1991,33.7,1.33,5.54,19.48,7.43,12.05,16.68,22.7,41.14,2.96,4.47,5.47,6.58,7.69,8.99,10.43,12.27,15.16,25.98,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,321.6,266.4,"British pound 2002",3,0.567015333333333,NA,NA,26342,57339447,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10721",10721,"United Kingdom","GBR","GB",1992,34.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,21678.35,18153.59,"British pound 2018",1,NA,NA,NA,26391,57446040,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Expenditure Survey (FES)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10722",10722,"United Kingdom","GBR","GB",1992,33.9,1.35,5.51,19.41,7.48,11.93,16.67,22.71,41.21,2.94,4.53,5.44,6.49,7.7,8.97,10.4,12.31,15,26.21,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,317.4,265.2,"British pound 2002",3,0.569774166666667,NA,NA,26369,57494538,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Expenditure Survey (FES)","","Europe"
"10723",10723,"United Kingdom","GBR","GB",1993,33.8,1.35,5.49,19.64,7.52,12.12,16.58,22.48,41.3,2.92,4.6,5.57,6.54,7.66,8.92,10.36,12.12,14.88,26.42,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,329.6,272.6,"British pound 2002",3,0.666756553333333,NA,NA,26962,57650473,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10724",10724,"United Kingdom","GBR","GB",1994,36.4,1.53,6.39,18.34,6.8,11.54,16.02,22.21,43.44,2.63,4.17,5.26,6.28,7.39,8.63,10.11,12.1,15.34,28.1,1,18.15,1,101,1,101,1,1,1,101,1,101,2,201,3,0,1,1,6526,5210,"British pound",1,NA,NA,NA,27957,57763384,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10725",10725,"United Kingdom","GBR","GB",1994,34.4,1.38,5.6,19.17,7.45,11.72,16.37,22.71,41.75,3,4.45,5.34,6.38,7.53,8.84,10.39,12.32,15.2,26.55,1.13,16.98,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,10586,8633,"British pound",1,NA,NA,NA,27957,57763384,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10726",10726,"United Kingdom","GBR","GB",1994,38.9,1.74,7.36,16.85,6.16,10.7,15.4,22.42,45.32,2.39,3.76,4.82,5.88,7.01,8.39,10.09,12.33,15.95,29.37,0.96,18.9,3,301,1,101,1,1,1,101,1,101,2,201,3,0,1,1,8206,6265,"British pound",1,NA,NA,NA,27957,57763384,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10727",10727,"United Kingdom","GBR","GB",1994,37.2,1.61,6.69,17.16,6.5,10.66,16.13,23.24,43.47,2.7,3.8,4.71,5.95,7.3,8.83,10.55,12.69,15.88,27.59,1.11,17.54,3,301,2,207,1,1,1,101,1,101,2,201,3,0,1,1,13342,10735,"British pound",1,NA,NA,NA,27957,57763384,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10728",10728,"United Kingdom","GBR","GB",1994,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,11146,9183,"Local currency units, at current prices",1,1.53039376361991,NA,NA,27934,57810771,"New 2018",1,11,6,"OECD 2018","OECD StatExtract. Income definition until 2011","","","Europe"
"10729",10729,"United Kingdom","GBR","GB",1994,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,505,2,207,1,1,1,101,1,101,2,201,3,0,1,1,NA,NA,"Local currency units, at current prices",1,1.53039376361991,NA,NA,27934,57810771,"New 2018",1,9,6,"OECD 2018","OECD StatExtract. Income definition until 2011","","","Europe"
"10730",10730,"United Kingdom","GBR","GB",1994,33.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,21994.36,18237.74,"British pound 2018",1,NA,NA,NA,27957,57763384,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Resources Survey (FRS)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10731",10731,"United Kingdom","GBR","GB",1994,32.9,1.29,5.18,20.1,7.85,12.25,16.66,22.56,40.69,3.1,4.74,5.65,6.59,7.7,8.96,10.39,12.17,14.85,25.84,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,320.6,266.4,"British pound 2002",3,0.653426604166667,NA,NA,27934,57810771,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10732",10732,"United Kingdom","GBR","GB",1995,36.6,1.53,6.89,17.91,6.27,11.65,16.24,22.69,43.15,2.24,4.03,5.26,6.38,7.51,8.74,10.28,12.42,15.68,27.48,0.74,17.27,1,101,1,101,1,1,1,101,1,101,2,201,3,0,1,1,6430,5218,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10733",10733,"United Kingdom","GBR","GB",1995,34.6,1.39,5.95,18.66,6.96,11.7,16.73,23.21,41.4,2.62,4.33,5.29,6.41,7.67,9.06,10.65,12.56,15.43,25.96,0.86,16.22,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,10426,8717,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10734",10734,"United Kingdom","GBR","GB",1995,39.7,1.81,8.34,16.08,5.44,10.64,15.6,22.93,45.38,1.94,3.5,4.73,5.9,7.08,8.52,10.29,12.64,16.32,29.06,0.7,18.21,3,301,1,101,1,1,1,101,1,101,2,201,3,0,1,1,8217,6353,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10735",10735,"United Kingdom","GBR","GB",1995,38,1.67,7.41,16.3,5.87,10.43,16.47,23.73,43.5,2.27,3.6,4.59,5.85,7.41,9.06,10.76,12.97,16.22,27.28,0.83,16.92,3,301,2,207,1,1,1,101,1,101,2,201,3,0,1,1,13350,10985,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10736",10736,"United Kingdom","GBR","GB",1995,34.1,1.36,5.91,19.21,7.02,12.19,16.61,22.68,41.5,2.7,4.32,5.54,6.65,7.71,8.91,10.38,12.3,15.42,26.08,1.09,16.04,4,401,1,101,1,1,1,101,1,101,2,201,3,0,1,1,6258,5170,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10737",10737,"United Kingdom","GBR","GB",1995,32,1.21,5.44,19.97,7.24,12.73,17.44,23.24,39.35,2.82,4.42,5.76,6.97,8.12,9.32,10.68,12.56,15.23,24.12,1.16,14.59,4,401,2,207,1,1,1,101,1,101,2,201,3,0,1,1,10187,8834,"British pound",1,NA,NA,NA,28560,57932448,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10738",10738,"United Kingdom","GBR","GB",1995,32,1.25,5,20,8,12,17,23,40,3,5,6,7,8,9,11,12,15,25,NA,NA,1,101,2,206,1,1,1,101,1,101,2,201,3,0,1,1,12059,10429,"Euro",1,NA,NA,NA,28560,57932448,"New 2019",1,13,2,"Eurostat 2019","","European Community Household Panel (ECHP)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"10739",10739,"United Kingdom","GBR","GB",1995,33.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,22245.63,18449.18,"British pound 2018",1,NA,NA,NA,28560,57932448,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Resources Survey (FRS)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10740",10740,"United Kingdom","GBR","GB",1995,33,1.29,5.19,20.18,7.88,12.3,16.55,22.37,40.91,3.1,4.78,5.69,6.61,7.66,8.88,10.29,12.08,14.9,26.02,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,322.2,266,"British pound 2002",3,0.63366812,NA,NA,28537,57978321,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10741",10741,"United Kingdom","GBR","GB",1996,32,1.19,5,21,8,13,17,23,40,3,5,6,7,8,9,11,12,15,25,NA,NA,1,101,2,206,1,1,1,101,1,101,2,201,3,0,1,1,12039,10188,"Euro",1,NA,NA,NA,29193,58113556,"New 2019",1,13,2,"Eurostat 2019","","European Community Household Panel (ECHP)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"10742",10742,"United Kingdom","GBR","GB",1996,33.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,22445.04,18526.95,"British pound 2018",1,NA,NA,NA,29193,58113556,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Resources Survey (FRS)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10743",10743,"United Kingdom","GBR","GB",1996,33.1,1.3,5.24,20.02,7.81,12.21,16.63,22.41,40.94,3.13,4.68,5.61,6.6,7.71,8.93,10.31,12.1,14.87,26.07,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,333.4,276.8,"British pound 2002",3,0.640958255,NA,NA,29171,58156745,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10744",10744,"United Kingdom","GBR","GB",1997,30,1.1,4.75,21,8,13,18,23,38,3,5,6,7,8,9,11,12,15,23,NA,NA,1,101,2,206,1,1,1,101,1,101,2,201,3,0,1,1,12538,10962,"Euro",1,NA,NA,NA,30345,58307320,"New 2019",1,13,2,"Eurostat 2019","","European Community Household Panel (ECHP)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"10745",10745,"United Kingdom","GBR","GB",1997,33.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,23330.79,19440.32,"British pound 2018",1,NA,NA,NA,30345,58307320,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Resources Survey (FRS)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10746",10746,"United Kingdom","GBR","GB",1997,33.8,1.35,5.44,19.75,7.61,12.14,16.52,22.31,41.42,2.97,4.64,5.58,6.56,7.67,8.85,10.27,12.05,14.72,26.7,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,340.8,280.6,"British pound 2002",3,0.610836114166667,NA,NA,30324,58346673,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10747",10747,"United Kingdom","GBR","GB",1998,32,1.14,4.88,21,8,13,17,23,39,3,5,6,7,8,9,11,13,15,24,NA,NA,1,101,2,206,1,1,1,101,1,101,2,201,3,0,1,1,15727,13606,"Euro",1,NA,NA,NA,31250,58509972,"New 2019",1,13,2,"Eurostat 2019","","European Community Household Panel (ECHP)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Europe"
"10748",10748,"United Kingdom","GBR","GB",1998,34.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,2,206,1,1,1,118,1,101,2,201,3,0,1,1,24062.08,19898.89,"British pound 2018",1,NA,NA,NA,31250,58509972,"New 2019",1,11,8,"Institute for Fiscal Studies","","Family Resources Survey (FRS)","https://www.ifs.org.uk/uploads/publications/data/Inequality%2C%20poverty%20and%20living%20standards%20data.xlsx","Europe"
"10749",10749,"United Kingdom","GBR","GB",1998,34.5,1.4,5.58,19.51,7.54,11.97,16.28,22.14,42.07,2.97,4.57,5.51,6.46,7.54,8.74,10.17,11.96,14.69,27.38,NA,NA,1,101,2,202,1,1,1,101,1,101,2,201,3,0,1,1,352.2,285.6,"British pound 2002",3,0.603823594166667,NA,NA,31232,58544938,"",1,13,8,"Institute for Fiscal Studies","Inequality spreadsheet (March 2004) by Goodman and Spepherd","Family Resources Survey (FRS)","","Europe"
"10750",10750,"United Kingdom","GBR","GB",1999,37.3,1.6,6.8,17.78,6.47,11.32,15.86,22.4,43.95,2.46,4,5.12,6.2,7.31,8.55,10.13,12.28,15.47,28.48,0.91,18.4,1,101,1,101,1,1,1,101,1,101,2,201,3,0,1,1,8229,6496,"British pound",1,NA,NA,NA,32141,58715860,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10751",10751,"United Kingdom","GBR","GB",1999,35.3,1.45,6.02,18.58,7.02,11.56,16.38,22.82,42.23,2.76,4.25,5.23,6.33,7.52,8.85,10.41,12.41,15.37,26.86,1.02,17.19,1,101,2,207,1,1,1,101,1,101,2,201,3,0,1,1,13251,10830,"British pound",1,NA,NA,NA,32141,58715860,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10752",10752,"United Kingdom","GBR","GB",1999,39.6,1.81,7.72,16.51,5.93,10.58,15.3,22.4,45.79,2.28,3.65,4.74,5.85,6.98,8.32,10.04,12.36,15.93,29.86,0.9,19.3,3,301,1,101,1,1,1,101,1,101,2,201,3,0,1,1,10376,7883,"British pound",1,NA,NA,NA,32141,58715860,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
"10753",10753,"United Kingdom","GBR","GB",1999,37.9,1.67,6.99,16.91,6.3,10.61,16,23.04,44.05,2.57,3.74,4.7,5.91,7.26,8.74,10.43,12.61,15.85,28.2,1.04,18.06,3,301,2,207,1,1,1,101,1,101,2,201,3,0,1,1,16740,13358,"British pound",1,NA,NA,NA,32141,58715860,"New 2019",1,13,1,"Luxembourg Income Study (LIS) 2019","","","","Europe"
